#,Friends?,Sheath (t0),Sh/FR mix (t1),FR Start (t2),FR End (t3),Leg End (t4),Mixed End (t5),u0,u1,u2,u3,u4,u5,Enh?,HSS?,HSScat,Data Gap?,Comments
822,-,-,,2021-03-11T21:37,2021-03-12T23:17,-,-,-,-,2,2,-,-,N,Y?,D,-,Could maybe start FR around 3-11 5:00 based on T drop and smooth phi? SIR/HSS after
823,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Is probably SIR/HSS
824,-,2021-03-26T17:15,,2021-03-26T20:59,2021-03-27T18:11,-,2021-03-27T23:03,2,-,2,2,-,3,N,N,-,-,Compression from normal SW behind slow CME?
825,-,2021-04-04T23:44,,2021-04-05T10:04,2021-04-06T09:32,-,-,1,-,1,1,-,-,N,N,-,-,Could maybe add mixed after but not that prominent
826,-,2021-04-15T03:16,,2021-04-15T05:48,2021-04-15T13:12,-,2021-04-15T22:52,1,-,1,2,2,-,N,N,-,-,Guessing on leg but pretty smooth
827,-,2021-04-22T08:50,,2021-04-22T10:22,2021-04-22T19:24,-,-,1,-,1,2,-,-,N,N,-,-,Weak but probably a thing
828,-,2021-04-24T22:30,,2021-04-25T10:42,2021-04-25T20:16,-,2021-04-25T22:46,1,-,3,2,-,2,N,N,D,-,Not sure on sheath/FR split
829,830,2021-04-29T19:00,,2021-04-30T04:00,2021-04-30T14:09,2021-05-01T13:28,-,1,-,1,2,2,-,N,N,D,-,Leg until next? Not sure on FR core being hot but too smooth for sheath?
830,829,2021-05-01T13:28,,2021-05-01T16:09,2021-05-02T00:24,2021-05-02T13:50,-,1,-,2,2,2,-,N,N,D,-,Think is core and leg not longer super smooth sheath?
831,-,2021-05-12T05:54,,2021-05-12T14:44,2021-05-13T13:38,2021-05-14T20:00,-,1,-,0,2,2,-,N,N,-,-,Clean leg signature?
832,-,-,,2021-05-16T18:36,2021-05-17T15:56,-,-,-,-,3,3,-,-,N,N,-,-,Complete guess based on n
833,-,2021-05-19T01:16,,2021-05-19T07:00,2021-05-20T08:55,-,-,1,-,2,2,-,-,N,Y?,D,-,SIR/HSS behind
834,835,2021-05-26T11:44,,2021-05-26T21:20,2021-05-27T03:30,-,-,1,-,2,2,-,-,N,N,-,-,Attempted to split chaos structure into separate events
835,834; 835,-,,2021-05-27T05:12,2021-05-28T04:08,-,-,-,-,2,2,-,-,N,N,-,-,Attempted to split chaos structure into separate events
836,835,-,,2021-05-28T04:08,2021-05-29T04:32,-,-,-,-,2,2,-,-,N,N,-,-,Attempted to split chaos structure into separate events
837,-,-,,2021-06-02T12:45,2021-06-02T21:57,-,-,-,-,1,2,-,-,N,N,-,-,Could add mixed behind?
838,-,2021-06-10T15:46,,2021-06-11T00:42,2021-06-11T11:55,-,2021-06-11T15:00,1,-,1,2,-,1,N,N,-,-,Small but clear
839,-,2021-06-20T11:21,,2021-06-20T20:11,2021-06-21T06:53,-,-,2,-,2,2,-,-,N,N,-,-,Def a thing. Not fully certain on bounds
840,-,2021-06-21T23:45,,2021-06-22T04:53,2021-06-22T12:08,-,-,2,-,1,1,-,-,N,N,-,-,Could maybe add mixed
841,-,-,,2021-07-01T19:54,2021-07-02T19:36,-,-,-,-,3,3,-,-,N,Y?,D,-,Guessing is smaller FR embedded in HSS. Leg or HSS tail behind?
842,-,2021-07-05T00:36,,2021-07-05T07:12,2021-07-06T00:08,-,2021-07-06T02:00,1,-,1,1,-,1,N,N,-,-,Weak and slow but clean case
843,-,2021-07-09T20:04,,2021-07-09T23:17,2021-07-10T03:10,2021-07-10T15:05,-,3,-,2,2,2,-,N,Y?,D,-,Weak sheath? Core and leg? Or two FR before HSS? Not certain on anything.
844,-,2021-07-14T08:50,,2021-07-14T12:42,2021-07-14T17:24,-,2021-07-14T20:41,1,-,2,2,-,3,N,N,-,-,Guessing on mixed? Fairly weak turbulent event
845,846,-,,2021-07-25T06:22,2021-07-25T14:48,-,2021-07-25T18:50,-,-,3,3,-,3,N,N,-,-,Not convinced is thing. Mixed until next
846,845,-,,2021-07-25T18:50,2021-07-26T04:0,-,-,-,-,3,3,-,-,N,N,-,-,Also not convinced is a thing.
847,-,2021-08-02T08:46,,2021-08-03T03:02,2021-08-03T23:26,-,2021-08-04T03:04,1,-,1,2,-,2,N,N,-,-,Not sure what H4C is doing
848,-,2021-08-06T03:08,,2021-08-06T07:53,2021-08-06T22:16,-,2021-08-07T04:16,1,-,1,1,-,2,N,Y?,D,-,Maybe weak HSS behind?
849,-,2021-08-27T00:14,,2021-08-27T12:16,2021-08-28T10:35,-,2021-08-28T23:34,1,-,1,2,2,-,N,N,-,-,Looks more like leg than mixed?
850,-,-,,2021-09-03T06:19,2021-09-03T12:00,-,-,-,-,2,2,-,-,N,N,-,-,Weak but probably a thing
851,852,2021-09-10T01:32,,2021-09-10T04:56,2021-09-10T22:34,-,-,1,-,1,1,-,-,N,N,-,-,Should split up? Unsure about kink around 9-10 10:00 in B/T
852,851,-,,2021-09-10T22:34,2021-09-11T10:24,2021-09-12T09:12,-,-,-,1,2,2,-,N,N,D,-,Guessing is leg? Or another CME?
853,-,2021-09-17T01:14,,2021-09-17T09:18,2021-09-17T16:26,-,-,1,-,1,2,-,-,N,N,-,-,Super uncertain on back end. FR could be much longer based on T. B messy but semi-structured there
854,-,2021-09-26T23:00,,2021-09-27T00:20,2021-09-27T15:48,-,2021-09-27T20:52,1,-,0,1,-,2,N,M?,D,-,Maybe weaker HSS behind?
855,-,2021-10-01T12:48,,2021-10-01T15:12,2021-10-02T09:00,-,2021-10-02T12:50,2,-,1,1,-,1,N,Y?,-,-,Embedded in HSS? That CCMC calls start time
856,-,2021-10-06T02:20,,2021-10-06T07:10,2021-10-06T17:48,2021-10-07T04:53,2021-10-07T12:16,2,-,1,2,2,1,N,N,-,-,Not sure on split. Ugly core then relatively smooth leg before mixed region?
857,-,2021-10-12T01:46,,2021-10-12T08:58,2021-10-12T21:44,2021-10-13T23:27,-,1,-,3,1,2,-,N,N?,D,-,Garbage core and smooth leg? Super uncertain on sheath/FR start. Maybe SIR?
858,859,2021-10-16T00:09,,2021-10-16T05:04,2021-10-16T21:34,-,2021-10-17T01:16,1,-,1,2,-,2,Y,N,D,-,Interacts with next
859,858,2021-10-16T21:34,,2021-10-17T01:18,2021-10-17T19:40,2021-10-18T09:52,-,2,-,1,3,2,-,N,N,D,-,Could add a little mixed at end? Not sure on leg split
860,861,2021-10-30T16:25,,2021-10-30T19:19,2021-10-31T09:32,-,-,1,-,1,2,-,-,N,N,D,-,Weak but probably a thing. Interacts with next
861,860,2021-10-31T09:32,,2021-11-01T02:51,2021-11-01T14:44,-,2021-11-01T18:12,1,-,2,1,-,2,N,Y?,D,-,HSS behind
862,-,2021-11-03T19:40,,2021-11-04T07:00,2021-11-04T11:00,2021-11-05T04:26,-,1,-,1,2,1,-,N,N?,D,-,Maybe SIR based on sheath structure? Think is messy core and leg. Multi CME or one behind?
863,-,2021-11-27T21:50,,2021-11-28T10:00,2021-11-29T00:3,-,2021-11-29T03:40,1,-,1,1,-,2,N,N,-,-,Weak but clean signature
864,-,2021-12-04T13:59,,2021-12-04T20:28,2021-12-05T09:49,-,-,1,-,1,2,-,-,N,N,D,-,Messy but probably a thing
865,-,2021-12-10T14:02,,2021-12-11T05:09,2021-12-12T20:03,-,-,2,-,2,2,-,-,N,N,D,W,Messy but probably a thing
866,-,2021-12-19T18:28,,2021-12-20T01:10,2021-12-20T13:30,-,-,2,-,2,2,-,-,N,Y?,D,-,Prob weak case embedded in HSS but not confident. No sig beyond T drop
867,-,2021-12-27T08:30,,2021-12-27T21:28,2021-12-28T16:00,-,2021-12-28T20:21,1,-,1,1,-,2,N,N,D,-,Could maybe split off leg
868,-,2022-01-18T23:04,,2022-01-19T05:00,2022-01-19T12:11,2022-01-19T23:03,2022-01-20T00:27,1,-,1,2,2,3,M?,N,-,-,Garbage core and smooth leg?
869,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cannot ID a FR. There is a discontinuity at the CCMC time so maybe glanced sheath?
870,-,-,,2022-01-24T17:09,2022-01-25T04:29,-,-,-,-,2,2,-,-,N,Y?,D,-,SIR/weak HSS behind
871,-,2022-02-01T21:37,,2022-02-02T16:00,2022-02-03T07:28,-,2022-02-03T10:40,1,-,2,2,-,2,N,N,D,-,Too far from next to interact?
872,-,2022-02-03T22:52,,2022-02-04T04:12,2022-02-04T13:52,-,2022-02-04T20:00,1,-,1,1,-,2,N,N,D,-,Smooth and clean until mixed
873,-,2022-02-09T20:10,,2022-02-10T13:40,2022-02-11T09:18,-,-,1,-,1,1,-,-,N,N,-,-,Weak sheath. Interacts with next
874,-,2022-02-11T09:18,,2022-02-11T10:19,2022-02-11T15:32,-,2022-02-11T17:38,1,-,1,2,-,1,N,N?,D,-,Relatively smooth. Weak HSS after?
875,-,2022-03-10T16:12,,2022-03-10T19:10,2022-03-11T00:58,2022-03-11T04:14,-,2,-,1,1,2,-,N,N,-,-,Glancing leg at end? Seems distinct from front but short
876,-,2022-03-13T10:11,,2022-03-13T22:42,2022-03-14T13:43,2022-03-15T19:00,-,0,-,0,2,2,-,N,N,-,-,Core then leg but not certain on splits
877,-,-,,2022-03-19T20:57,2022-03-20T14:03,-,2022-03-20T20:09,-,-,2,2,-,2,N,N,D,-,Weak but probably a thing
878,-,2022-03-31T01:41,,2022-03-31T12:00,2022-04-01T07:46,-,2022-04-01T12:00,0,-,0,2,-,2,N,N,-,-,Too far from next to interact? And not turbulent between
879,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,D,-,Prob a weak HSS. Or nothing. Maybe a tiny 3 hr CME at 04-02 3:20 but doubtful
880,881,2022-04-06T22:45,,2022-04-07T13:00,2022-04-07T22:49,-,2022-04-08T03:58,1,-,1,1,-,1,N,N,-,-,Mixed until next.
881,880; 882,-,,2022-04-08T03:58,2022-04-08T18:18,-,2022-04-08T22:26,-,-,1,1,-,2,N,N,-,-,Mixed until next
882,881; 883,-,,2022-04-08T22:26,2022-04-09T07:10,-,2022-04-09T13:26,-,-,1,2,-,2,N,N,-,-,Mixed until next. Could split core at kink but directions do not change much
883,882,-,,2022-04-09T13:26,2022-04-09T23:32,-,2022-04-10T04:17,-,-,1,2,-,3,N,N,D,-,Compression from normal SW behind slow CME?
884,885,2022-04-12T11:22,,2022-04-13T01:46,2022-04-13T22:00,-,2022-04-14T03:37,1,-,0,1,-,1,N,N,D,-,Mixed until next. Smooth clean FR
885,884,2022-04-14T03:37,,2022-04-14T12:58,2022-04-15T02:00,-,-,2,-,1,1,-,-,N,N,D,-,Sheath could start later? Could add micro mixed?
886,-,2022-04-29T23:27,,2022-04-30T16:37,2022-05-01T05:14,-,-,2,-,2,2,-,-,N,N,-,-,Probably a thing
887,-,2022-05-08T06:24,,2022-05-08T12:56,2022-05-08T21:23,-,2022-05-09T05:31,1,-,1,2,-,2,N,N,-,-,Guessing at mixed
888,-,2022-05-11T12:03,,2022-05-11T14:23,2022-05-11T21:46,2022-05-12T10:39,2022-05-12T13:46,2,-,2,2,3,3,N,N,-,-,Not sure on splitting but attempted. Could be multi FR?
889,-,2022-05-13T12:16,,2022-05-13T16:58,2022-05-14T07:04,-,2022-05-14T10:07,3,-,2,2,-,3,N,Y?,-,-,Sheath might be nothing. SIR/HSS behind
890,-,2022-06-06T09:44,,2022-06-06T23:34,2022-06-07T10:06,-,-,1,-,1,2,-,-,N,N,-,-,Could extend or add leg/mixed?
891,-,2022-06-15T04:01,,2022-06-15T08:59,2022-06-15T14:14,-,-,1,-,2,1,-,-,N,N,-,-,Small ugly case. Could move sheath/FR boundary?
892,-,2022-06-23T18:57,,2022-06-23T23:36,2022-06-24T14:05,-,-,2,-,2,2,-,-,N,N,-,-,Weak case. Too far from next to interact?
893,-,2022-06-25T07:05,,2022-06-25T10:42,2022-06-25T23:31,2022-06-26T06:04,-,2,-,2,3,2,-,N,Y?,D,-,HSS behind?
894,-,2022-07-01T09:05,,2022-07-02T04:25,2022-07-02T20:34,-,2022-07-02T23:43,2,-,1,2,-,2,N,N,-,-,Too far from actual next to interact? Also it's a HSS next?
895,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Think this is a HSS. Or at least there is one a day later. Nothing at CCMC time?
896,897,2022-07-07T06:02,,2022-07-07T10:54,2022-07-08T00:38,-,2022-07-08T06:40,1,-,1,2,-,1,N,N,-,-,Mixed is from interacting with next?
897,896,2022-07-08T06:40,,2022-07-08T09:30,2022-07-08T18:04,-,2022-07-08T23:08,2,-,2,2,-,2,N,N,-,-,Interacting with prev pretty messy and uncertain. Too far from next?
898,-,2022-07-09T12:00,,2022-07-09T15:29,2022-07-10T07:32,-,2022-07-10T12:00,2,-,2,2,-,2,N,N,-,-,Ugly but prob a thing. Too far from next?
899,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Maybe weak HSS. No clear FR signature
900,-,2022-07-18T20:26,,2022-07-19T04:14,2022-07-19T11:40,2022-07-20T09:22,-,1,-,1,1,1,-,N,N,-,-,Core and long leg
901,-,2022-07-23T02:28,,2022-07-23T08:47,2022-07-24T00:43,-,-,1,-,1,1,-,-,N,N,D,-,Weak/glancing? but clear enough
902,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Probably HSS
903,-,2022-08-19T17:02,,2022-08-20T08:00,2022-08-20T18:00,-,-,1,-,2,1,-,-,N,N,D,-,Sheath/FR boundary messy. Ends at next but not sure what next is?
904,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Discontinuity but no strong signature of anything specific
905,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,D,-,Maybe a sheath arrival? No strong FR signature. v a little up so maybe HSS?
906,-,2022-08-30T18:27,,2022-08-30T22:00,2022-08-31T20:00,-,-,1,-,1,2,-,-,N,N,-,-,Too messy to attempt splitting
907,-,-,,2022-09-12T06:00,2022-09-12T21:00,-,-,-,-,2,2,-,-,N,N,-,-,Weak but probably a thing
908,-,2022-09-14T19:28,,2022-09-14T22:14,2022-09-15T13:34,2022-09-16T09:31,-,1,-,1,2,2,-,N,N,D,-,Probably leg?
909,-,2022-09-30T04:50,,2022-09-30T08:28,2022-10-01T15:05,-,-,1,-,2,2,-,-,N,N,D,-,Is mostly leg? Could maybe split off mini core at front
910,-,-,,2022-10-01T15:05,2022-10-02T19:52,-,-,-,-,2,2,-,-,Y?,N,D,-,Messy B with no rot but clear enough T sig to be a thing?
911,-,2022-10-04T03:04,,2022-10-04T08:34,2022-10-04T17:46,-,-,2,-,2,3,-,-,N,N?,D,-,Maybe leg behind? Or weak HSS?
912,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Probably a HSS? No clear FR signature
913,-,-,,2022-10-21T10:38,2022-10-22T17:07,-,2022-10-22T20:28,-,-,1,1,-,2,N,Y?,D,-,SIR/HSS behind
914,-,2022-11-07T00:40,,2022-11-07T08:12,2022-11-07T16:30,-,2022-11-07T19:00,2,-,1,1,-,1,N,N,-,-,Sheath signature unclear. Might be too slow for one anyway
915,-,-,,2022-11-12T12:00,2022-11-13T16:47,-,-,-,-,2,3,-,-,N,N,D,-,Weak but probably a thing. Too messy to split off mixed
916,917,-,,2022-11-17T02:58,2022-11-17T11:32,2022-11-18T05:09,2022-11-18T15:54,,-,2,2,2,2,N,N,-,-,Weak but looks like two sections so core and leg? Or 2 FR. Mixed until next
917,916,2022-11-18T15:54,,2022-11-18T23:07,2022-11-19T09:48,-,2022-11-19T14:24,1,-,1,2,-,2,N,N,-,-,Too far from next to interact?
918,-,-,,2022-11-19T22:54,2022-11-20T11:05,-,2022-11-20T18:24,-,-,1,2,-,2,N,N?,D,-,Compression from normal SW behind slow CME?
919,-,-,,2022-11-23T06:43,2022-11-23T12:16,-,-,-,-,3,3,-,-,N,N,-,-,Found a micro FR. Lower T for longer region but no clear FR sig near CCMC time
920,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tail of HSS? Not seeing anything
921,-,2022-12-18T19:42,,2022-12-19T04:02,2022-12-20T07:48,-,2022-12-20T14:34,1,-,1,1,-,2,N,N,D,-,Could split in middle of FR?
922,-,2022-12-26T00:33,,2022-12-26T09:09,2022-12-27T16:26,-,-,3,-,3,3,-,-,N,Y?,D,-,Very uncertain. Some smooth B but also some on 12-25. Complete guess
923,-,2023-01-03T20:56,,2023-01-04T02:00,2023-01-04T12:58,2023-01-05T09:28,2023-01-05T21:26,2,-,1,2,2,2,N,N,D,-,Guessing at split. Big and pretty smooth overall. Could be 2 very similar FR?
924,-,2023-01-14T21:50,,2023-01-15T09:13,2023-01-15T22:46,-,-,2,-,2,1,-,-,N,N,D,-,Compression from normal SW behind slow CME?
925,-,2023-01-17T21:02,,2023-01-17T22:06,2023-01-18T09:56,-,2023-01-18T12:45,1,-,1,2,-,2,N,N,-,-,A little messy but clear enough
926,-,2023-01-23T02:59,,2023-01-23T11:46,2023-01-23T22:19,-,-,1,-,1,2,-,-,N,N,-,-,Weak but probably a thing
927,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,D,-,Def a signature of something but lean more toward weak HSS than CME?
928,-,2023-02-13T17:02,,2023-02-14T00:41,2023-02-14T08:22,2023-02-14T22:00,-,1,-,1,3,2,-,N,N,-,-,Massive guess on leg but looks like distinct region
929,-,2023-02-20T09:54,,2023-02-20T13:18,2023-02-20T20:32,-,-,1,-,2,3,-,-,N,N,-,-,Messy but a thing. Back end super uncertain. Too far from next?
930,-,2023-02-21T06:48,,2023-02-21T23:32,2023-02-22T20:36,-,-,2,-,2,2,-,-,N,N,D,-,Messy but a thing. Bounds could easily be shifted
931,-,-,,2023-02-24T12:08,2023-02-25T07:26,-,-,-,-,1,2,-,-,N,Y?,D,W,Embedded in tail of HSS
932,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,D,W,Is HSS?
933,934,2023-02-27T10:00,,2023-02-27T20:33,2023-02-28T17:00,-,2023-03-01T00:00,1,-,2,2,-,2,N,Y?,D,W,Small Wind gap before. Think before is HSS not CME. Mixed until next
934,933,2023-03-01T00:00,,2023-03-01T09:00,2023-03-01T21:40,-,-,1,-,1,1,-,-,N,N,-,-,Glancing blow but clean signature
935,-,-,,2023-03-02T10:01,2023-03-02T19:33,-,2023-03-03T00:07,-,-,1,2,-,3,N,N?,D,-,Guessing on mixed. HSS or just faster normal wind behind?
936,-,2023-03-12T06:00,,2023-03-12T09:25,2023-03-13T09:43,-,2023-03-14T03:58,1,-,1,1,-,2,N,N,D,-,Mixed until next/HSS? Or another small FR?
937,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,D,-,Is weak HSS?
938,-,2023-03-15T04:02,,2023-03-15T11:20,2023-03-15T23:44,-,-,2,-,3,3,-,-,N,Y?,D,-,Probably a CME embedded in HSS? Could be multi HSS? Super uncertain 
939,-,2023-03-20T22:37,,2023-03-21T02:28,2023-03-21T08:15,-,-,3,-,1,2,-,-,N,N,D,-,Weak case but some B rot
940,-,2023-03-23T05:54,,2023-03-23T13:48,2023-03-24T07:14,-,2023-03-24T18:51,2,-,2,1,-,2,N,M?,D,-,Maybe in tail of weak HSS? FR start signatures shifted between B and T. Mixed or leg?
941,-,2023-04-18T13:19,,2023-04-19T08:36,2023-04-20T04:02,2023-04-21T02:00,-,1,-,1,2,2,-,N,N,-,-,Long event with core and leg
942,-,2023-04-23T17:00,,2023-04-24T01:00,2023-04-24T15:11,2023-04-25T18:22,-,1,-,1,1,2,-,N,N,-,-,Think is long leg segment? Smooth but diff from front. Could end it earlier
943,-,-,,2023-05-03T22:03,2023-05-04T13:18,-,-,-,-,3,3,-,-,N,N,-,-,Wild guess. Could easily be nothing
944,-,2023-05-07T13:20,,2023-05-07T15:30,2023-05-08T08:02,-,-,2,-,2,3,-,-,N,N?,D,-,Sheath based on n. Rest may be nothing. HSS after or just faster normal wind?
945,946,2023-05-09T22:06,,2023-05-10T12:00,2023-05-11T21:44,-,2023-05-12T06:08,1,-,1,2,-,2,N,N,-,-,Probably interacts with next?
946,945,2023-05-12T06:08,,2023-05-12T14:00,2023-05-12T20:02,-,2023-05-13T00:43,1,-,1,2,-,2,N,N,-,-,Too far from next?
947,-,-,,2023-05-13T17:18,2023-05-13T20:50,-,-,-,-,2,2,-,-,N,N,-,-,Weak but probably a thing
948,949,2023-05-20T03:29,,2023-05-20T12:51,2023-05-21T14:20,-,-,1,-,1,2,-,-,N,N?,D,-,Maybe behind SIR? n/B pileup ahead of sheath
949,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,D,-,Is HSS? Or nothing?
950,-,2023-06-03T23:04,,2023-06-04T22:24,2023-06-05T23:10,-,-,1,-,2,2,-,-,N,N,-,-,Weak signature but a thing
951,-,2023-06-07T22:25,,2023-06-08T06:56,2023-06-08T21:33,-,-,1,-,2,2,-,-,N,N,-,-,Clear shock but FR bounds a bit more uncertain
952,-,2023-06-29T06:38,,2023-06-29T10:14,2023-06-29T22:20,-,2023-06-30T02:18,2,-,1,1,-,2,N,N,-,-,Too far from next? Sheath based on n
953,-,2023-06-30T11:20,,2023-06-30T14:51,2023-07-01T18:15,-,-,1,-,1,2,-,-,Y,N,-,-,Sheath based on n. Could split up? Or has filament?
954,955,2023-07-05T13:21,,2023-07-05T19:53,2023-07-06T21:07,-,2023-07-07T12:00,1,-,1,2,-,1,N,N,D,-,Mixed until next? A little far but fairly turbulent between
955,954,-,,2023-07-07T12:00,2023-07-08T15:00,-,-,-,-,2,2,-,-,N,N,-,-,Based mostly on T sig
956,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cannot confidently ID a FR. Might be something but too mess. Too slow for HSS
957,-,2023-07-14T15:25,,2023-07-14T20:38,2023-07-15T08:31,-,-,1,-,1,1,-,-,N,N,-,-,Could maybe add leg. Super smooth but super weak
958,-,2023-07-16T18:35,,2023-07-17T20:00,2023-07-19T04:00,-,-,1,-,1,2,-,-,N,N,-,-,Sheath based on T. Whole thing pretty smooth
959,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Has discontinuity at CCMC time but cannot pull out FR sig
960,-,2023-07-21T19:25,,2023-07-22T00:37,2023-07-22T19:30,-,-,1,-,3,3,-,-,N,N,-,-,Attempting to find a FR but mostly a guess
961,-,2023-07-25T21:54,,2023-07-26T15:19,2023-07-28T11:00,-,-,1,-,1,2,-,-,N,N,-,W,Wind gaps. Guessing at back end of FR. Pretty messy so not splitting
962,-,2023-08-01T11:12,,2023-08-01T16:15,2023-08-02T03:06,2023-08-02T13:23,-,1,-,1,2,1,-,N,N,-,-,Set as leg but could be second FR?
963,-,-,,2023-08-04T06:52,2023-08-04T11:45,-,-,-,-,3,3,-,-,N,N,-,-,Pretending this is a thing? Too far from next?
964,965,2023-08-05T02:10,,2023-08-05T09:53,2023-08-05T22:47,2023-08-06T14:00,2023-08-07T01:15,1,-,2,3,2,2,N,N,-,-,Mixed until next? Messy core and leg?
965,964,-,,2023-08-07T01:15,2023-08-07T11:07,-,-,-,-,2,2,-,-,N,N,-,-,Weak but a thing. Compression from normal SW on slow CME?
966,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Is just the back of prev case?
967,-,2023-09-02T04:34,,2023-09-02T20:00,2023-09-04T00:00,-,-,1,-,1,2,-,-,N,N,D,-,Ugly but clear T signature
968,-,2023-09-05T14:38,,2023-09-05T18:53,2023-09-06T13:32,-,-,1,-,3,3,-,-,N,N,-,-,Could be nothing. Making a complete guess
969,-,2023-09-12T10:24,,2023-09-12T13:50,2023-09-12T23:56,-,2023-09-13T02:36,1,-,1,2,-,2,N,N,-,-,Small but smooth B
970,-,-,,2023-09-14T08:10,2023-09-14T15:25,-,-,,-,1,3,-,-,N,Y?,-,-,Embedded in weak HSS?
971,972,2023-09-17T02:34,,2023-09-18T02:00,2023-09-18T12:52,-,2023-09-18T15:42,1,-,2,1,-,1,N,N,-,-,Mixed is shocked by next?
972,971,2023-09-18T12:52,,2023-09-19T08:00,2023-09-20T10:29,-,-,1,-,2,3,-,-,N,N?,-,W,Could add leg? Hard to tell with Wind gap. Guessing on sheath duration. Could be embedded in HSS?
973,-,2023-09-24T20:02,,2023-09-25T06:20,2023-09-26T11:18,-,-,1,-,1,1,-,-,N,N,-,-,Could add mixed?
974,-,-,,2023-09-28T20:56,2023-09-30T23:00,-,-,-,-,1,2,-,-,N,N,D,-,Compression from normal SW behind slow CME?
975,-,2023-10-05T21:25,,2023-10-06T16:00,2023-10-07T17:24,-,-,1,-,1,1,-,-,N,N,-,-,Glancing blow 
976,-,2023-10-20T08:15,,2023-10-20T12:34,2023-10-21T02:01,2023-10-22T00:54,-,2,-,2,2,2,-,N,N,D,-,Guessing at split
977,978,2023-11-04T13:34,,2023-11-04T17:30,2023-11-05T08:10,-,-,2,-,2,2,-,-,N,N,-,-,Messy but probably a thing. Interacts with next
978,977,2023-11-05T08:10,,2023-11-05T11:54,2023-11-05T18:28,-,2023-11-05T20:56,3,-,3,3,-,3,N,N,-,-,Is def a thing but mess and hard to break up. Might have bonus micro FR in sheath?
979,980,2023-11-12T05:40,,2023-11-12T12:00,2023-11-12T22:12,-,-,1,-,2,2,-,-,N,N,-,-,Interacts with next. Think are separate bc distinct change in Bz and still rots?
980,979; 981,-,,2023-11-12T22:12,2023-11-13T08:44,-,2023-11-13T10:02,-,-,1,2,-,2,N,N,-,-,Interacts with prev. Think are separate bc distinct change in Bz and still rots? Mixed until next?
981,980,2023-11-13T10:02,,2023-11-13T16:34,2023-11-13T23:22,-,-,2,-,1,2,-,-,N,N,D,-,Sheath is big guess
982,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No clear FR sig
983,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,D,-,Is HSS? No FR sig
984,985,2023-11-30T23:26,,2023-12-01T06:06,2023-12-01T08:48,-,-,1,-,2,1,-,-,N,N,-,-,Just micro FR before next case?
985,984,2023-12-01T08:48,,2023-12-01T19:52,2023-12-03T00:00,-,2023-12-03T08:23,1,-,1,2,-,2,N,N,-,-,Too far from next to interact?
986,-,2023-12-04T04:30,,2023-12-04T11:54,2023-12-05T04:02,-,-,2,-,1,2,-,-,N,M?,D,-,SIR/HSS after?
987,-,2023-12-15T11:42,,2023-12-15T22:00,2023-12-16T10:56,-,-,1,-,1,1,-,-,N,N,-,-,Another FR or leg after? Too far from next to interact?
988,-,2023-12-17T06:56,,2023-12-17T21:40,2023-12-18T15:00,-,-,1,-,2,2,-,-,N,M?,D,-,Not clear enough to split up anything. HSS after but interacting?
989,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,D,-,Just somewhere in the tail of HSS?
990,-,-,,2023-12-27T08:26,2023-12-27T20:22,-,-,-,-,3,3,-,-,N,Y?,-,-,Is maybe a thing. T and v diff enough from surrounding HSS?
991,-,-,,2023-12-29T11:34,2023-12-29T21:21,-,-,-,-,1,1,-,-,N,N,-,-,A little messy but clear enough
